method,case_id,scan_id,agent_group,agent_number,target_id,pwgs_pair_count,target_mean_pwgs,in_common_support
Gemma-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,5,2,0.6206079173647354,1
Gemma-Instant,RPmz2sHmrrY_case_0040,RPmz2sHmrrY,multi,5,7,5,0.6032845752089475,1
Gemma-Instant,17DRP5sb8fy_case_0002,17DRP5sb8fy,single,1,4,11,0.41179993632671685,1
Gemma-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,2,29,0.3335719749940993,1
Gemma-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,5,29,0.46264499691241595,1
Gemma-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,6,29,0.7636719344490376,1
Gemma-Instant,17DRP5sb8fy_case_0003,17DRP5sb8fy,single,1,7,29,0.8445397303326297,1
Gemma-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,0,6,0.3923048532823872,1
Gemma-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,2,3,0.21465374153902625,1
Gemma-Instant,17DRP5sb8fy_case_0004,17DRP5sb8fy,single,1,5,29,0.3148143835817628,1
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,1,10,0.2086396385346366,1
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,2,11,0.2006914839436333,1
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,3,3,0.8798312848558943,1
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,4,3,0.9180198272129424,1
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,5,15,0.4254414987288856,1
Gemma-Instant,17DRP5sb8fy_case_0005,17DRP5sb8fy,single,1,7,8,0.868185591109575,1
Gemma-Instant,17DRP5sb8fy_case_0006,17DRP5sb8fy,single,1,1,7,0.7552487530508879,1
Gemma-Instant,17DRP5sb8fy_case_0007,17DRP5sb8fy,single,1,2,3,0.9936028383363844,0
Gemma-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,3,11,0.6135109319789124,1
Gemma-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,5,11,0.7054756569520981,1
Gemma-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,6,11,0.46327378263917096,1
Gemma-Instant,17DRP5sb8fy_case_0033,17DRP5sb8fy,multi,5,7,11,0.5825739570879068,1
Gemma-Instant,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,0,1,0.8610001858719276,1
Gemma-Instant,17DRP5sb8fy_case_0034,17DRP5sb8fy,multi,5,5,15,0.7915890735296672,1
Gemma-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,0,1,0.9684378709645975,1
Gemma-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,1,9,0.9167636212310685,1
Gemma-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,2,1,0.5889979719597351,1
Gemma-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,3,1,0.9795852062384578,1
Gemma-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,4,3,0.8230426895851992,1
Gemma-Instant,17DRP5sb8fy_case_0035,17DRP5sb8fy,multi,5,5,17,0.8613252035443982,1
Gemma-Instant,17DRP5sb8fy_case_0036,17DRP5sb8fy,multi,5,3,1,0.6083207314533373,0
Gemma-Instant,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,5,1,3,0.783884971626512,1
Gemma-Instant,17DRP5sb8fy_case_0038,17DRP5sb8fy,multi,5,4,4,0.25955970498752645,1
Gemma-Instant,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,5,4,4,0.3541918178218449,1
Gemma-Instant,17DRP5sb8fy_case_0039,17DRP5sb8fy,multi,5,6,6,0.5557906221224757,1
Gemma-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,0,1,0.7285016338194505,1
Gemma-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,1,4,0.6604000303410494,1
Gemma-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,3,4,0.9147136250866955,1
Gemma-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,4,5,0.43612422681319407,1
Gemma-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,5,16,0.5256399876640888,1
Gemma-Instant,17DRP5sb8fy_case_0040,17DRP5sb8fy,multi,5,7,4,0.9032315323039601,1
Gemma-Instant,17DRP5sb8fy_case_0041,17DRP5sb8fy,multi,5,5,17,0.4866106148952833,1
Gemma-Instant,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,3,3,0.8409159131420085,1
Gemma-Instant,17DRP5sb8fy_case_0043,17DRP5sb8fy,multi,5,5,1,0.6275102692496297,1
Gemma-Instant,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,4,4,0.21377964723740062,1
Gemma-Instant,17DRP5sb8fy_case_0044,17DRP5sb8fy,multi,5,5,1,0.6064361449471574,1
Gemma-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,1,4,0.8025634487270659,1
Gemma-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,3,1,0.6050392177943553,1
Gemma-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,4,4,0.3043265269716161,1
Gemma-Instant,17DRP5sb8fy_case_0045,17DRP5sb8fy,multi,5,5,2,0.5804379026795264,1
